plant_id,leaf_num,Area,Length,Width
1302-P1,7,212.45,46.44,6.51
1302-P1,8,299.78,54.58,8.23
1302-P1,9,431.01,61.53,11.81
1302-P1,10,472.32,63.37,10.5
1302-P1,11,536.25,66.73,12.01
1302-P1,12,508.69,62.43,11.6
1302-P1,13,466.95,59.61,11.04
1302-P1,14,386.52,55.34,10.46
1302-P1,15,296.72,48.53,8.81
1302-P1,16,172.84,39.07,6.23
1302-P2,6,183.73,45.87,5.74
1302-P2,7,295.35,55.8,7.8
1302-P2,8,438.92,63.94,10.94
1302-P2,9,529.65,69.89,12.23
1302-P2,10,577.89,69.81,13.5
1302-P2,11,561.4,66.2,13.63
1302-P2,12,505.67,60.01,11.78
1302-P2,13,420.75,54.08,11.46
1302-P2,14,343.56,49.41,10.41
1302-P2,15,215.04,40.14,7.64
1302-P2,16,96.4,32.22,4.35
1302-P3,7,180.84,46.87,6.61
1302-P3,8,318.13,55.01,7.89
1302-P3,9,422.73,63.69,9.79
1302-P3,10,472.51,66.01,10.69
1302-P3,11,446.46,62.58,10.65
1302-P3,12,389.91,55.68,10.18
1302-P3,13,373.8,55.49,9.87
1302-P3,14,278.3,45.34,8.98
1302-P3,15,205.09,39,7.69
1302-P3,16,109.08,30.77,5.17
1312-P1,8,289.09,61.36,7.59
1312-P1,9,363.83,68.7,7.39
1312-P1,10,386.29,68.91,9.21
1312-P1,11,417.93,71.01,9.35
1312-P1,12,433.83,68.5,9.55
1312-P1,13,399.57,66.8,8.74
1312-P1,14,355.72,60.71,8.67
1312-P1,15,307.98,56.1,8.09
1312-P1,16,242.26,51.21,6.66
1312-P1,17,136.08,37.35,4.91
1312-P2,7,167.67,48.27,4.93
1312-P2,8,252.44,57.05,6.38
1312-P2,9,330.69,67.54,7.04
1312-P2,10,375.76,67.89,8.02
1312-P2,11,400.69,69.19,9.12
1312-P2,12,404.23,66.04,8.67
1312-P2,13,372.34,63.3,8.44
1312-P2,14,343.17,59.59,8.42
1312-P2,15,266.79,47.43,8.02
1312-P2,16,218.2,44.27,6.7
1312-P2,17,109.42,31.97,4.89
1312-P3,8,284.84,61.69,6.56
1312-P3,9,358.1,65.37,7.95
1312-P3,10,396.12,68.31,9.35
1312-P3,11,422.91,70.97,8.41
1312-P3,12,431.61,69.14,9.22
1312-P3,13,399.44,66.95,8.69
1312-P3,14,359.45,60.48,8.59
1312-P3,15,287.04,54.84,8.02
1312-P3,16,248.9,50.13,7.1
1312-P3,17,155.4,38.15,5.7
1304-P1,8,162.03,47.77,4.41
1304-P1,9,250.78,66.76,5.22
1304-P1,11,394.23,77.79,7.76
1304-P1,12,393.29,73.33,8.26
1304-P1,13,367.41,66.53,8.54
1304-P1,14,336.37,64.14,7.47
1304-P1,15,306.63,62.19,7.39
1304-P1,16,282.02,56.95,7.29
1304-P1,17,231.02,50.74,6.25
1304-P1,18,192.58,51.46,5.75
1304-P1,19,145.83,43.11,5.32
1304-P2,8,142.92,53.45,3.97
1304-P2,9,210.04,63.21,4.6
1304-P2,10,280,69.74,5.62
1304-P2,11,340.44,76.29,6.57
1304-P2,12,380.79,73.97,7.47
1304-P2,13,364.4,73.91,7.45
1304-P2,14,331.08,70.41,7.33
1304-P2,15,311.51,65.57,7.53
1304-P2,16,276.87,60.4,6.97
1304-P2,17,251.64,54.44,6.67
1304-P2,18,206.99,51.53,6.14
1304-P2,19,134.77,41.23,4.86
1304-P3,8,185.56,58.14,4.26
1304-P3,9,252.6,68.47,5.04
1304-P3,10,318.84,76.85,5.86
1304-P3,11,350.98,73.6,6.65
1304-P3,12,326.19,71.37,7.76
1304-P3,13,326.09,68.98,7.31
1304-P3,14,247.57,48.92,6.03
1304-P3,15,248.01,53.96,6.08
1304-P3,16,227.34,55.15,6.37
1304-P3,17,182.96,49.28,5.45
1304-P3,18,127.93,39.94,4.62
1303-P1,7,135,39.54,4.52
1303-P1,8,264.55,51.59,6.86
1303-P1,9,353.61,62.38,7.61
1303-P1,10,431.58,66.28,9.5
1303-P1,11,438.98,62.99,9.99
1303-P1,12,473,64.58,10.21
1303-P1,13,446.14,62.39,10.32
1303-P1,14,377.43,56.99,9.3
1303-P1,15,307.96,51.93,8.1
1303-P1,16,232.18,44.06,7.4
1303-P1,17,130.88,32.03,5.73
1303-P2,8,251.42,49.16,7.55
1303-P2,9,364.11,59.59,9.11
1303-P2,10,432.66,63.57,10.63
1303-P2,11,453.65,62.26,11.11
1303-P2,12,444.28,60.37,12.29
1303-P2,13,476.22,63.76,10.41
1303-P2,14,420.98,57.95,10.2
1303-P2,15,415.7,59.95,9.83
1303-P2,16,333.22,53.58,8.15
1303-P2,17,230.82,42.87,7.6
1303-P2,18,96.11,27.66,4.99
1303-P3,9,359.02,58.4,10.25
1303-P3,10,434.42,63.29,9.35
1303-P3,11,512.49,67.91,10.47
1303-P3,12,514.25,65.01,10.55
1303-P3,13,506.27,64.48,10.78
1303-P3,14,471.71,61.49,10.55
1303-P3,15,406.55,56.95,9.71
1303-P3,16,320.65,50.04,8.68
1303-P3,17,226.61,41.18,7.5
1303-P3,18,120.01,31.7,5.29
1311-P1,6,165.57,44.6,4.77
1311-P1,7,260.22,54.33,6.87
1311-P1,8,314.6,58.79,8.59
1311-P1,9,335.01,58.35,8.21
1311-P1,10,329.48,54.96,8.43
1311-P1,11,248.55,49.68,7.36
1311-P1,12,225.92,45.91,6.9
1311-P1,13,115.48,31.32,5.16
1311-P2,6,152.38,43.55,4.6
1311-P2,7,254.06,52.67,6.62
1311-P2,8,263.7,49.74,7.76
1311-P2,9,325.69,56.42,9.19
1311-P2,10,340.16,59.79,8.17
1311-P2,11,302.82,54.25,7.93
1311-P2,12,220.92,48.15,6.41
1311-P2,13,111.85,31.48,4.93
1311-P3,6,146.71,45.52,4.46
1311-P3,7,261.21,51.69,6.42
1311-P3,8,338.44,59.42,8.32
1311-P3,9,358.2,59.14,8.5
1311-P3,10,340.9,55.93,8.36
1311-P3,11,247.91,51.83,10.01
1311-P3,12,248.66,47.75,7.15
1311-P3,13,159.1,39.71,5.83
1311-P3,14,60.38,19.88,3.93
1309-P1,8,233.41,56.66,6.12
1309-P1,9,243.46,52.5,8.06
1309-P1,10,373.65,66.06,7.92
1309-P1,11,394.63,66.58,8.7
1309-P1,12,423.1,69.89,9.38
1309-P1,13,408.09,66.01,9.4
1309-P1,14,377.85,61.28,11.5
1309-P1,15,367.54,61.05,9.8
1309-P1,16,303.99,54.69,8.48
1309-P1,17,253.39,50.69,7.11
1309-P1,18,108.17,32.3,4.6
1309-P2,8,253.32,57.65,6.75
1309-P2,9,322.29,62.45,7.83
1309-P2,10,392.91,61.89,8.36
1309-P2,11,441.21,68,9.23
1309-P2,12,438,66.5,9.46
1309-P2,13,416.71,65.61,10.14
1309-P2,14,403.72,64.33,9.33
1309-P2,15,364.11,59.8,8.67
1309-P2,16,287.92,51.85,7.95
1309-P2,17,158.19,39.78,5.13
1309-P3,8,211.9,55.7,5.48
1309-P3,9,282.88,54.8,7.57
1309-P3,10,373.26,68.36,8.09
1309-P3,11,415.26,69.55,10.05
1309-P3,12,427.22,69.78,9.06
1309-P3,13,419.87,66.66,10.25
1309-P3,14,371.61,61.83,9.32
1309-P3,15,379.07,63.15,8.95
1309-P3,16,296.67,53.46,8.24
1309-P3,17,203.9,45.22,6.44
1309-P3,18,114.32,33.18,4.71
1313-P1,8,155.28,37.41,5.94
1313-P1,9,231.58,45.41,6.99
1313-P1,10,304.59,51.43,8.01
1313-P1,11,340.28,53.6,9.13
1313-P1,12,351.1,52.27,9.17
1313-P1,13,369.57,53.59,9.64
1313-P1,14,343.29,52.96,9.05
1313-P1,15,304.95,48.49,9.66
1313-P1,16,221.09,40.27,7.85
1313-P1,17,83.04,23.86,4.45
1313-P2,8,223.64,45.19,6.65
1313-P2,9,308.51,53.38,7.59
1313-P2,10,359.09,55.24,8.63
1313-P2,11,391.69,58.93,9.29
1313-P2,12,385.72,58.13,9.04
1313-P2,13,371.21,56.13,9.12
1313-P2,14,306.99,50.67,8.55
1313-P2,15,254.92,45.54,8.89
1313-P2,16,150.99,32.87,6.18
1313-P3,9,229.18,43.04,7.26
1313-P3,10,293.24,49.44,8.22
1313-P3,11,323.43,49.97,9.43
1313-P3,12,354.08,53.29,10.02
1313-P3,13,344.64,51.79,9.45
1313-P3,14,340.32,52.99,9.28
1313-P3,15,297.01,47.62,8.77
1313-P3,16,234.2,41.67,8.03
1313-P3,17,136.67,31.95,6.35
1314-P1,6,154.47,48.07,4.46
1314-P1,7,253.11,58.62,5.95
1314-P1,8,352.09,67.03,7.06
1314-P1,9,444.78,71.77,8.35
1314-P1,10,459.06,68.98,8.63
1314-P1,11,443.62,63.89,9.63
1314-P1,12,485.92,67.18,9.5
1314-P1,13,392.42,56.54,10.28
1314-P1,14,378.05,56.59,10.09
1314-P1,15,309.59,49.92,9.98
1314-P1,16,202.2,39.81,7.52
1314-P2,6,141.92,47.12,4.26
1314-P2,7,244.34,57.58,5.73
1314-P2,8,305.77,58.5,7.26
1314-P2,9,441.82,72.31,8.46
1314-P2,10,490.72,72.93,8.59
1314-P2,11,457.76,65.35,9.6
1314-P2,12,465.8,65.4,9.42
1314-P2,13,421.32,60.67,9.85
1314-P2,14,339.16,53.62,9.6
1314-P2,15,276.05,48.86,9.18
1314-P2,16,200.45,41.43,7.84
1314-P2,17,71.48,23.19,3.97
1314-P3,8,271.98,64.28,6.38
1314-P3,9,375.12,68.26,7.28
1314-P3,10,347.92,59.4,8.07
1314-P3,11,400.01,63.12,8.17
1314-P3,12,372.53,59.04,8.75
1314-P3,13,299.26,49.65,9.08
1314-P3,14,235.91,43.5,9.38
1314-P3,15,171.81,37.91,7.56
1314-P3,16,76.2,24.1,4.25
1308-P1,6,87.36,36.73,3.35
1308-P1,7,150.41,46.37,4.5
1308-P1,8,259.86,56.01,6.35
1308-P1,9,350.53,64.26,8.3
1308-P1,10,402.42,66.15,9.12
1308-P1,11,419.64,64.57,9.54
1308-P1,12,393.11,60.26,9.08
1308-P1,13,348.02,55.4,8.93
1308-P1,14,296.24,51.54,8.65
1308-P1,15,223.42,44.35,7.73
1308-P1,16,154.47,35.9,6.5
1308-P2,7,184.15,47.46,5.32
1308-P2,8,275.86,56.62,6.65
1308-P2,9,325,56.96,7.8
1308-P2,10,420.88,65.94,8.11
1308-P2,11,432.63,63.43,9.39
1308-P2,12,391.55,58.9,8.93
1308-P2,13,331.18,52.17,9.09
1308-P2,14,296.44,49.73,8.79
1308-P2,15,239.2,43.77,8.8
1308-P2,16,160.89,35.92,7.11
1316-P1,6,160.68,45.68,4.74
1316-P1,7,270.99,53.26,7.06
1316-P1,8,312.51,58.25,7.95
1316-P1,9,362.58,57.58,9.42
1316-P1,10,341.08,56.18,9.08
1316-P1,11,321.08,51.93,8.63
1316-P1,12,249.3,48.86,7.26
1316-P1,13,174.5,39.93,6.23
1316-P1,14,30.23,14.5,2.85
1316-P2,6,114.21,40.74,4.01
1316-P2,7,210.99,47.31,6.01
1316-P2,8,280.9,51.73,7.43
1316-P2,9,318,54.37,9.31
1316-P2,10,310.22,52.75,8.24
1316-P2,11,286.15,53.36,7.76
1316-P2,12,229.56,46.2,6.58
1316-P2,13,110.44,33.91,4.52
1316-P3,6,143.49,41.19,4.49
1316-P3,7,221.28,49.69,5.98
1316-P3,8,276.91,54.03,21.25
1316-P3,9,304.14,56.07,7.76
1316-P3,10,309.77,55.81,7.81
1316-P3,11,268.88,52.45,7.2
1316-P3,12,179.04,46.24,5.15
1316-P3,13,72.2,25.5,3.83
1328-P1,6,140.23,44.58,4.51
1328-P1,7,240.7,56.95,5.69
1328-P1,8,351.21,65.32,7.19
1328-P1,9,454.94,71.75,8.3
1328-P1,10,508.69,72.51,9.17
1328-P1,11,509.93,68.75,9.7
1328-P1,12,475.38,68.12,9.81
1328-P1,13,437.58,63.51,10.26
1328-P1,14,377.52,59.94,10.65
1328-P1,15,301.57,53.64,9.67
1328-P1,16,170.96,38.33,6.15
1328-P2,6,142.34,46.92,4.68
1328-P2,7,249.11,58.69,5.73
1328-P2,8,334.94,70.22,6.65
1328-P2,9,403.5,74.87,7.23
1328-P2,10,430.1,71.09,8.1
1328-P2,11,443.19,70.4,8.92
1328-P2,12,385,63.47,9.27
1328-P2,13,337.58,58.21,9.7
1328-P2,14,272.1,52.08,9.29
1328-P2,15,159.68,38.12,6.64
1328-P3,7,204.54,53.87,5.46
1328-P3,8,303.45,65.18,6.47
1328-P3,9,376.04,69.02,7.49
1328-P3,10,411.41,71.29,7.81
1328-P3,11,394.86,64.49,8.79
1328-P3,12,362.78,60.92,8.89
1328-P3,13,307.35,55.22,9.1
1328-P3,14,252.2,50.81,8.43
1328-P3,15,184.36,42.38,7.43
1328-P3,16,90.24,29.17,4.49
1327-P1,8,179.45,48.46,5.09
1327-P1,9,265.97,58.19,7.89
1327-P1,10,357.46,67.04,7.97
1327-P1,11,361.85,61.45,10.16
1327-P1,12,434.69,64.07,8.87
1327-P1,13,450.05,66.04,8.74
1327-P1,14,424.93,70.7,8.61
1327-P1,15,384.12,65.9,8.46
1327-P1,16,348.75,64.15,10.01
1327-P1,17,275.56,55.44,6.89
1327-P1,18,244.45,54.35,8.11
1327-P1,19,208.1,48.85,5.81
1327-P1,20,169.04,43.97,6.56
1327-P1,21,86.44,31.13,3.61
1327-P2,8,219.2,54.33,5.43
1327-P2,9,320.38,61.48,6.94
1327-P2,10,402.43,68.39,8.09
1327-P2,11,469.83,72.8,9.64
1327-P2,12,496.87,75.42,8.9
1327-P2,13,474.73,70.5,9.12
1327-P2,14,455.04,69.63,8.52
1327-P2,15,365.45,62.49,8.76
1327-P2,16,356.96,64.17,7.44
1327-P2,17,303.02,57.63,7.47
1327-P2,18,245.83,52.83,6.49
1327-P2,19,182.25,46.8,5.54
1327-P2,20,116.14,36.64,4.29
1327-P3,8,168.12,49.1,4.8
1327-P3,9,281.54,59.64,6.61
1327-P3,10,376.45,67.46,8.19
1327-P3,11,447.55,70.98,8.83
1327-P3,12,471.85,69.29,9.22
1327-P3,13,496.37,72.65,16.36
1327-P3,14,486.01,72.27,8.98
1327-P3,15,422.76,65.88,8.91
1327-P3,16,374.34,62.7,7.96
1327-P3,17,284.45,56.85,7.03
1327-P3,18,241.08,52.75,7.05
1327-P3,19,180.95,47.58,5.61
1327-P3,20,104.15,32.87,4.33
1325-P1,8,151.57,49.57,4.38
1325-P1,9,244.8,61.43,5.96
1325-P1,10,318.65,67.85,7.18
1325-P1,11,365.38,71.17,7.89
1325-P1,12,409.1,71.66,8.67
1325-P1,13,411.7,72.18,8.85
1325-P1,14,398.69,64.28,8.58
1325-P1,15,356.65,61.2,8.28
1325-P1,16,285.76,53.34,7.78
1325-P1,17,189.85,44.72,5.85
1325-P1,18,60.07,23.82,3.55
1325-P2,8,199.68,44.65,5.57
1325-P2,9,283.5,63.33,6.89
1325-P2,10,356.44,68.27,7.97
1325-P2,11,388.06,65.78,8.81
1325-P2,12,373.7,63.44,8.4
1325-P2,13,365.75,59.94,8.26
1325-P2,14,317.51,57.26,7.69
1325-P2,15,245.71,48.99,6.98
1325-P2,16,109.89,32.1,4.63
1325-P3,8,184.12,52.92,4.89
1325-P3,9,269.75,62.46,6.21
1325-P3,10,317.67,59.44,7.13
1325-P3,11,380.24,67.46,7.74
1325-P3,12,404.93,70.72,8.27
1325-P3,13,399.02,67.81,8.36
1325-P3,14,368.54,64.05,8.06
1325-P3,15,307.26,57.03,7.4
1325-P3,16,203.94,46.63,5.96
1325-P3,17,45.75,21.64,2.79
1326-P1,8,264.01,53.2,6.67
1326-P1,9,354.84,61.54,7.64
1326-P1,10,424.69,65.73,9.08
1326-P1,11,498.11,67.5,10.2
1326-P1,12,510.31,71.49,9.96
1326-P1,13,512.46,67.57,10.43
1326-P1,14,475.68,64.78,9.96
1326-P1,15,373.91,55.28,9.34
1326-P1,16,303.78,50.32,8.42
1326-P1,17,193.67,38.35,6.87
1326-P1,18,71.86,24.41,4.06
1326-P2,7,140.29,42.18,4.92
1326-P2,8,257.32,52.08,6.46
1326-P2,9,345.09,59.13,8.22
1326-P2,10,421.07,64.05,8.77
1326-P2,11,479.35,67.05,10.39
1326-P2,12,486.7,64.41,10.62
1326-P2,13,466.54,62.86,10.32
1326-P2,14,427.17,58.64,9.98
1326-P2,15,322.7,50.32,8.72
1326-P2,16,248.95,43.74,7.76
1326-P2,17,158.1,34,6.31
1326-P2,18,63.81,23.17,3.85
1326-P3,8,241.92,47.5,6.64
1326-P3,9,351.24,60.48,7.74
1326-P3,10,435.86,64.2,9.01
1326-P3,11,509.64,69.4,11.02
1326-P3,12,530.94,67.48,10.98
1326-P3,13,531.24,65.52,11.23
1326-P3,14,490.32,62.31,10.66
1326-P3,15,423.4,59.65,9.63
1326-P3,16,330.35,52.97,8.55
1326-P3,17,207.57,39.93,7.15
1326-P3,18,47.37,19.9,3.24
1319-P1,6,99.27,38.59,3.96
1319-P1,7,190.91,49.24,5.63
1319-P1,8,283.16,57.64,6.79
1319-P1,9,398.77,66.07,8.17
1319-P1,10,459.51,68.86,8.72
1319-P1,11,468.26,66.61,8.9
1319-P1,12,432.02,63.27,9.12
1319-P1,13,376.16,58.02,9.19
1319-P1,14,310.91,53.91,9.01
1319-P1,15,229.44,44.13,8.5
1319-P1,16,171.53,37.11,7.15
1319-P1,17,109.03,29.28,5.22
1319-P2,7,139.52,47.39,4.43
1319-P2,8,225.03,58.04,5.9
1319-P2,9,359.98,64.33,7.28
1319-P2,10,417.21,67.07,8.03
1319-P2,11,420.04,64,8.65
1319-P2,12,376.33,56.25,8.89
1319-P2,13,321.48,52.04,8.6
1319-P2,14,239.28,44.8,8.07
1319-P2,15,186.67,38.37,7.26
1319-P2,16,91.23,29.72,4.67
1319-P3,6,98.73,37.45,4.14
1319-P3,7,198.09,49.48,5.38
1319-P3,8,287.17,56.21,6.85
1319-P3,9,368.68,63.4,7.66
1319-P3,10,451.37,68.71,8.55
1319-P3,11,448.46,65.69,9.08
1319-P3,12,410.95,60.1,9.09
1319-P3,13,353.05,54.43,9.08
1319-P3,14,302.02,50.17,8.86
1319-P3,15,222.72,41.9,8.01
1319-P3,16,129.4,34.09,5.69
1317-P1,9,206.56,47.29,6.45
1317-P1,10,305.55,51.05,7.85
1317-P1,11,343.56,53.99,8.27
1317-P1,12,368.74,54.99,9.22
1317-P1,13,375.22,54.5,9.91
1317-P1,14,349.05,51.15,9.63
1317-P1,15,335.97,51.37,9.13
1317-P1,16,293.48,47.32,8.6
1317-P1,17,189.36,36.66,7.27
1317-P1,18,22.05,12.94,2.55
1317-P2,8,157.35,40.29,5.33
1317-P2,9,245.98,48.88,6.97
1317-P2,10,333.05,54.09,8.22
1317-P2,11,388.56,58,9.14
1317-P2,12,392.93,57.52,9.38
1317-P2,13,378.74,55.31,9.88
1317-P2,14,320.61,49.29,9.39
1317-P2,15,227.81,39.68,7.85
1317-P2,16,138.18,31.86,6.42
1317-P2,17,24.22,11.4,3.3
1317-P3,9,218,44.92,6.58
1317-P3,10,303.19,50.1,8.3
1317-P3,11,353.62,53.44,8.86
1317-P3,12,373.14,55.9,9.27
1317-P3,13,370.38,55.15,9.5
1317-P3,14,382.44,53.31,9.93
1317-P3,15,349.81,52.39,9.59
1317-P3,16,290.38,47.01,8.64
1317-P3,17,184.08,36.65,6.89
1317-P3,18,25.55,13.63,2.67
1315-P1,8,311.91,62.3,6.44
1315-P1,9,377.97,67.26,7.29
1315-P1,10,451.17,71.22,8.79
1315-P1,11,466.66,69.19,9.06
1315-P1,12,438.42,65.63,8.94
1315-P1,13,362.11,58.6,8.44
1315-P1,14,304.75,51.85,8.13
1315-P1,15,212.24,44.2,6.85
1315-P1,16,89.19,26.25,4.79
1315-P2,9,403.12,66.01,8.01
1315-P2,10,463,69.9,9.08
1315-P2,11,495.04,69.46,9.64
1315-P2,12,487.21,67.22,9.75
1315-P2,13,415.41,61.93,9.52
1315-P2,14,342.61,57.3,8.73
1315-P2,15,252.23,47.44,7.41
1315-P2,16,141.58,37.05,5.43
1315-P2,17,33.32,15.06,2.91
1315-P3,8,252.59,60.1,5.86
1315-P3,9,398.94,70,7.48
1315-P3,10,482.96,73.26,8.94
1315-P3,11,521.18,76.01,9.2
1315-P3,12,493.13,71.97,9.51
1315-P3,13,445.61,68.68,8.73
1315-P3,14,369.29,61.35,8.31
1315-P3,15,272.27,51.51,7.26
1315-P3,16,189.2,42.63,6.16
1315-P3,17,73.44,24.25,4.12
1320-P1,8,159.46,53,4.1
1320-P1,9,198.14,59.33,4.51
1320-P1,10,294.7,68.03,5.87
1320-P1,11,349.7,73.48,7.99
1320-P1,12,379.78,71.81,7.72
1320-P1,13,387.91,72.17,7.98
1320-P1,14,356.09,69.85,7.95
1320-P1,15,324.57,67.76,7.88
1320-P1,16,294.71,64.6,7.62
1320-P1,17,263.74,60.64,7.48
1320-P1,18,204.81,52.66,6.89
1320-P1,19,148.02,40.03,6.31
1320-P2,8,141.44,53.96,3.93
1320-P2,9,212.96,65.28,4.47
1320-P2,10,308.48,74.04,5.84
1320-P2,11,338.18,75.05,6.25
1320-P2,12,394.81,76.57,7.74
1320-P2,13,387.22,70.27,7.97
1320-P2,14,356.34,69.53,8.11
1320-P2,15,302.97,63.67,7.3
1320-P2,16,278.59,65.45,7.31
1320-P2,17,202.02,39.73,6.32
1320-P2,18,165.46,37.15,5.84
1320-P2,19,99.14,35.35,4.76
1320-P3,8,144.45,57.67,3.67
1320-P3,9,216.11,68.55,4.5
1320-P3,10,307.45,76.55,5.66
1320-P3,11,361.2,80.47,6.64
1320-P3,12,383.44,79.27,7.21
1320-P3,13,369.94,75.77,7.39
1320-P3,14,343.33,72.18,7.51
1320-P3,15,313.29,67.85,7.03
1320-P3,16,280.81,63.75,6.74
1320-P3,17,240.01,58.3,6.44
1320-P3,18,163.04,47.37,5.36
1321-P1,8,188.76,53.18,5.2
1321-P1,9,296.47,58.01,6.45
1321-P1,10,363.44,67.11,7.66
1321-P1,11,396.69,67.94,8.28
1321-P1,12,380.91,65.18,8.53
1321-P1,13,323.96,56.33,8.74
1321-P1,14,341.08,59.47,8.28
1321-P1,15,318.1,56.81,8.22
1321-P1,16,230.21,48.18,6.95
1321-P1,17,124.8,34.89,5.14
1321-P2,8,216.47,57.71,5.11
1321-P2,9,307.27,66.13,6.52
1321-P2,10,358.71,70.13,7.16
1321-P2,11,406.75,72.53,7.94
1321-P2,12,393.08,68.01,8.31
1321-P2,13,390.59,65.71,8.44
1321-P2,14,358.69,62.1,8.46
1321-P2,15,309.14,55.49,8.15
1321-P2,16,246.56,47.51,7.26
1321-P2,17,135.06,35.72,5.27
1321-P3,8,253.95,61.4,5.73
1321-P3,9,337.01,68.47,6.72
1321-P3,10,392.24,72.39,7.77
1321-P3,11,412.12,71.21,8.21
1321-P3,12,423.23,70.34,8.48
1321-P3,13,397.71,66.45,8.23
1321-P3,14,369.6,61.71,8.35
1321-P3,15,324.57,56.7,8.44
1321-P3,16,273.23,51.15,7.57
1321-P3,17,193.04,44.4,5.91
1321-P3,18,86.69,26.8,4.42
1324-P1,8,305.77,62.28,6.46
1324-P1,9,406.74,69.01,7.98
1324-P1,10,430.83,67.75,9.42
1324-P1,11,515.13,70.66,10.9
1324-P1,12,539.13,70.62,10.3
1324-P1,13,519.89,71.09,10.03
1324-P1,14,466.43,68.14,9.62
1324-P1,15,385.17,60.46,8.92
1324-P1,16,279.06,51.71,7.6
1324-P1,17,140.38,34.73,5.8
1324-P2,7,175.76,49.2,4.9
1324-P2,8,303.52,62.35,6.36
1324-P2,9,389.75,65.3,8.47
1324-P2,10,479.97,71.65,8.96
1324-P2,11,487.23,68.64,9.48
1324-P2,12,466.33,69.29,9.05
1324-P2,13,407.69,65.29,8.36
1324-P2,14,322.96,56.37,8.02
1324-P2,15,216.04,44.41,6.7
1324-P2,16,84.32,25.91,4.59
1324-P3,8,251.71,57.73,5.99
1324-P3,9,335.91,61.94,7.33
1324-P3,10,420.09,69.52,8.27
1324-P3,11,448.53,68.7,8.65
1324-P3,12,401.15,65.3,8.34
1324-P3,13,325.88,61.38,7.64
1324-P3,14,291.21,56.05,7.14
1324-P3,15,218.66,48.49,6.09
1324-P3,16,94.14,28.92,4.49
1323-P1,6,207.44,54.3,5.57
1323-P1,7,353.79,68.65,7.32
1323-P1,8,440.34,77.01,7.97
1323-P1,9,502.13,79.58,8.77
1323-P1,10,529.22,76.34,10.01
1323-P1,11,518.51,70.43,10.88
1323-P1,12,513.84,69.07,10.88
1323-P1,13,462.07,60.67,10.71
1323-P1,14,404.08,56.03,10.32
1323-P1,15,324.52,48.87,9.06
1323-P1,16,225.19,38.45,7.84
1323-P1,17,115.13,30.33,5.25
1323-P1,18,28.16,15.62,2.3
1323-P2,6,142.53,48.78,4.6
1323-P2,7,257.41,62.26,5.96
1323-P2,8,344.31,68.79,7.15
1323-P2,9,438.79,79.14,7.97
1323-P2,10,457.58,77.19,8.69
1323-P2,11,471.53,66.87,9.41
1323-P2,12,450.49,68.92,9.77
1323-P2,13,372.74,61.3,9.12
1323-P2,14,314.11,52.86,8.44
1323-P2,15,204.76,42.47,6.95
1323-P2,16,97.71,29.11,4.95
1323-P3,6,178.12,49.29,5.85
1323-P3,7,283.18,58.97,6.86
1323-P3,8,394.27,69.74,7.89
1323-P3,9,440.02,74.03,8.24
1323-P3,10,493.94,73,9.5
1323-P3,11,483.6,64.87,10.75
1323-P3,12,445.04,61.5,10.68
1323-P3,13,403.19,54.56,10.71
1323-P3,14,340.4,48.16,10.01
1323-P3,15,266.1,44.44,8.39
1323-P3,16,157.13,35.11,6.08
1323-P3,17,61.16,21.16,3.65
1338-P1,8,285.47,59.46,7.02
1338-P1,9,410.38,66.74,8.59
1338-P1,10,494.28,69.81,10.53
1338-P1,11,528.03,69.25,10.95
1338-P1,12,523.55,65.49,11.45
1338-P1,13,478.3,57.52,11.33
1338-P1,14,467.51,49.77,11.94
1338-P1,15,399.99,51.64,11.02
1338-P1,16,273.8,42.07,9.12
1338-P1,17,117.52,27.57,5.96
1338-P2,9,305.99,57.56,6.93
1338-P2,10,400.87,64.49,8.75
1338-P2,11,481.47,67.24,10.1
1338-P2,12,488.87,63.52,10.65
1338-P2,13,500.59,65.56,10.32
1338-P2,14,483.99,65.07,11.85
1338-P2,15,450.26,60.95,10.25
1338-P2,16,383.42,55.32,9.95
1338-P2,17,269.08,45.12,8.2
1338-P2,18,110.41,29.01,5.58
1338-P3,8,315.9,58.12,7.1
1338-P3,9,441.43,67.04,8.79
1338-P3,10,517.23,71.95,11.02
1338-P3,11,564.13,70.9,10.78
1338-P3,12,552.3,67.89,11.08
1338-P3,13,520.83,65.31,10.8
1338-P3,14,486.67,60.81,11.25
1338-P3,15,398.34,54.26,10.12
1338-P3,16,274.25,42.21,8.87
1338-P3,17,97.47,25.94,5.07
1331-P1,8,399.59,65.12,10.8
1331-P1,9,470.02,67.78,20.08
1331-P1,10,571.96,72.49,12.43
1331-P1,11,617.99,74.07,11.98
1331-P1,12,631.27,73.27,11.69
1331-P1,13,623.51,72.27,11.99
1331-P1,14,552.74,66.46,12.02
1331-P1,15,499.09,65.08,10.04
1331-P1,16,491.42,65.66,10.36
1331-P1,17,424.84,59.88,8.88
1331-P1,18,350.18,55.33,8.52
1331-P1,19,220.05,47.42,6.31
1331-P1,20,85.96,28.39,4.06
1331-P2,7,301.12,60.11,7.22
1331-P2,8,440.7,69.8,11
1331-P2,9,527.57,76.99,11.4
1331-P2,10,599.1,76.75,13.03
1331-P2,11,602.5,74.9,12.11
1331-P2,12,569.32,70.29,11.67
1331-P2,13,472.37,62.66,10.25
1331-P2,14,470.75,60.69,10.29
1331-P2,15,421.33,57.44,9.74
